directory,path,filename,size_bytes,size_mb,opened,fps,frame_count,duration_s,width,height,resolution,aspect,codec,label,label_token,player,fps_unusual,short_lt_0p7s,long_gt_60s,zero_frames,dup_group,session_cluster,nearest_other_video,nearest_score,phash8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013702.mp4,Screen Recording 2026-08-14 013702.mp4,9165978,9.166,True,30.0,243,8.1,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013608.mp4,0.2984,998935312ce56952d4d3a666d85e04ba69f6839907620ad585a62b2856d8|998935312ce56952d4d3a666d85e04ba69f6839907620ad585a62b2856d8|998935712ce56952d4d3a666d85e04be69f6839907220ad585a62b2856d8|b98935712ce56952d4d3a666d85e04be69f6839907220ad585a62b285698|b98935712ce56952d4d3a666d85e04ba69d683d907620ad584a62b285698|b98935712ce56952d4d3a266d85e04ba69d6839907620ad584a62b285698|b98935712ce56952d4d3a666d85e04be69f6839907320ad485a62b285698|998935712ce56952d4d3a666d85e04be69f6839907320ad485a62b285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013717.mp4,Screen Recording 2026-08-14 013717.mp4,6247879,6.248,True,30.0,155,5.167,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,,Screen Recording 2026-08-14 013643.mp4,0.4133,b98935712ce56952d4d3a666d85e04fe69f6839907320ad485a62b285698|b98935712ce56952d4d3a666d85e04be69f6839907320ad485a62b285698|b98935712ce56952d4d3a666d85e04ba69f6839907320ad485a62b285698|b98935712ce56952d4d3a666d85e047a69de83d907620ad484a62b285698|b98935712ce56952d4d3a666d85e047a69d683d907620ad484a62b285698|b98935712ce56952d6d3a666d85c047a69d6839907720a9484a62b285698|b98935712ce56952d6d3a666d85e04ba69f6839907320ad485a62b285698|b98935712ce56952d6d3a666d85e04ba69f6839907320ad485a62b285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013734.mp4,Screen Recording 2026-08-14 013734.mp4,8519707,8.52,True,30.0,219,7.3,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013749.mp4,0.4282,b98935712ce56952d4d3a666d85e04ba69f6839907320ad485a62b285698|b98935712ce56952d6d3a666d85e04ba69f6839907320ad485a62b285698|b9893571ace56952d6d3a666d85e04ba69f6839907320ad595a62b285698|b98935712ce56952d4d3a666d85e04ba69f6839907320ad485a62b285699|b98935712ce56952d6d3a664d85e04ba69de83d907320ad494a62b285699|b98935712ce56952d6d3a666d85e04ba69d683d907620ad484a62b285699|b98935312ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|998935312ce56952d4d3a666d85e04be69f6839907320ad485a66b2c56d8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013749.mp4,Screen Recording 2026-08-14 013749.mp4,6334899,6.335,True,30.0,157,5.233,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013734.mp4,0.4282,b98935312ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|b98935312ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|b98935712ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|b98935312ce56952d4d3a666d85e04ba69de83d907f20ad484a62b285699|b98935312ce56952d4d3a666d85e04ba69d683d907720ad484a62b285699|b98935712ce56952d4d3a666d95e04ba69f6839907720a9484a62b285699|b98935712ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|998935312ce56952d4d3a666d85e04be69f6839907320ad485a66b285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013804.mp4,Screen Recording 2026-08-14 013804.mp4,7015897,7.016,True,30.0,181,6.033,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 013626.mp4,0.2323,b98935312ce56952d4d3a666d85e04be69f6839907320ad485a62b285699|b98935312ce56952d4d3a666d85e04fe69f6839907220ad485a62b285699|b98935712ce56952d4d3a666d85e04fe69f6839907220ad485a62b285699|b98935712ce56952d4d3a666d85e04fa69f6839907220ad485a62b285699|b98935712ce56952d4d3a266d85e04fa69fe83d907b20ad484a62b285699|b98935712ce56952d4d3a266d85e04fa69f683d907b20ad484a62b285699|b98935712ce56952d4d3a666d85e04ee699682f907d20b9496a62b285699|b98935712ce56952d4d3a666d85e04ee69d682f907d20b9494a66b285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013820.mp4,Screen Recording 2026-08-14 013820.mp4,7091383,7.091,True,30.0,186,6.2,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D7_mikedunn,S1,Mikedunn3ptshooting3.mp4,0.3691,998935712ce56952d4d3a666d85e04ee69d682f907d20b9494a66b285698|b98935712ce56952d4d3a666d85e04ee69d682f907d20b9494a62b285699|b98935712ce56952d4d3a666d85e04ee69d6827907d20b9496a62b285699|b98935712ce56952d6d3a666d85e04ee69d682f907d20b9496a62b285699|b98935712ce56952d6d3a666d85e04ee69d682f905d20b9494a62b285699|b98935712ce56952d6d3a666d85e04ee69d6827905d20b9496a62b285699|b98935712ce56952d6d3a666d85e04ee69d6827906d20b9482a62f285699|b98935712ce56912d6d3a666d85e04ee69d6827906d20b9482a66f285698
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013910.mp4,Screen Recording 2026-08-14 013910.mp4,4030608,4.031,True,30.0,120,4.0,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S2,Screen Recording 2026-08-14 013929.mp4,0.2522,02c007800f001e003c005800b0036003400ec0158013002e00dc2c381850|03c007800f001e003c00780030036002c00ec0158017003600dc2db81ad0|03c003800f001e003c0078007002e002c00ec015802f006e006c2cd81b50|03c007800f001e003c0078007000e002c00cc00d801f006e00cc2cf81990|03c007800f001e003c0078007002e006c00cc019801f0076006c2cb819d0|01c007800f001e003c007800b0036006400ec01b801b0016006c2c7819d0|01c007800f001e003c007800b0016003400cc019801b001e003c2c381950|01c007800f001e003c007800b0016002400cc019801b001e003c2c381950
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 013929.mp4,Screen Recording 2026-08-14 013929.mp4,8033450,8.033,True,30.0,222,7.4,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S2,Screen Recording 2026-08-14 013910.mp4,0.2522,01c007800f001e003c007800b0016002400cc019801b001e003c2c381950|00c001800b0016002c0058009001a0034006c01d802f005e001c2c3819f0|00c001800b0016002c0018009001e0034005c019801b001e007c2cf81930|03c007800f001e003c0078007002e002c00cc019800f006e00cc2cb81990|03c007800f001e003c0078007000e003c00cc00d801b006e005c2dd81b50|03c003800f001e003c00780030026006c00cc01b801f0036006c2cf819d0|00c00180130016002c0058009001e0054006c01d802f005e009c2d781870|04c00880110016002c005800b001e005c006c01d802f005e009c2d781a70
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 014019.mp4,Screen Recording 2026-08-14 014019.mp4,7261959,7.262,True,30.0,189,6.3,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S3,Screen Recording 2026-08-14 005724.mp4,0.1292,d39db663ce41cc83465f8d16d91c9c91156217c307068e1a1a2abc5844a4|d39db663ce41cc93464f8d14999d9c91156217c307048e129a2abc5844a4|d39da4e3ea41ccb3864f8d14b9dd9c93536537c34f0c0e129a2aa44a4084|d39fa4e3ca41ccb3825f8d14b9dd1c91516137c64f1c8e329a2ab44a5004|d39de4e3ca01cc83864a9d15b9999cd150e63786470c8e1a9a1ab06a4044|b73f6cc3dc81dda386ca9915b3b9acb31863b686c50486329a16b80a5044|a73dccd3940399268aff1b6d23b13d2220c64a861588a825181338117050|a73dc8d3940399268aff1b6d21b13d2220c64a861588a825181338107050
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 014036.mp4,Screen Recording 2026-08-14 014036.mp4,6576006,6.576,True,30.0,166,5.533,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D4_kd_corner1,S3,Kevindurantrightcournor3ptshooting1.mp4,0.7343,a73dc8d3940399268aff1b6d21b13d2220c64a861588a825181338117050|a73dccd39803992708bf1b6b63f13d22a4c64a869d88a825181338116050|c67991e3280f321d15fe349a63e25b6543ce970cab1adc491007302160b4|9c7d33e2521e642a29dc6134c7c4b688871d2a1a7432a8d6113720244120|9cf922e2501e646c299c6d2cc7c4b6888d193a1c7436e884103420444009|9cf92362501e646c299c692cc7c4b68acd19ba197424e81c015420444029|9cf923e2501e646c2b9c6d2cc7c4b689cd18ba397420e8d4014420444029|9cf92362521e64682b9c692cc7c4b6998518ba197470e854114420446029
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020257.mp4,Screen Recording 2026-08-14 020257.mp4,4956101,4.956,True,30.0,136,4.533,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 005503.mp4,0.272,3152a5ed69a35a81a616099c8426e85c91b907eb0fd407210b6c1b5125a8|3152a5ed69a35a81a616099c8426e85491b907eb0fd407210b6c1b5125a8|315225ed69a35a81a616099c8424e85491b507eb0fd407210b6c1b5125a8|3152a5ed69a35a81a616099c8426e85491b507eb0fd407210b6c1b5125a8|3152a5ed69a35a81a616099c8426e85491b507eb0fd407210b6c1b5125a8|315225e969a35a81a616099c8426e85c91b907eb0fd407210b6c1b5125a8|3152a5e969a35a81a616099c8c26e85c91b907eb0fd407210b6c1b5125a8|3152a5e969a35a81a616099c8c26e85c81b907eb0fd407210b6c1b5125a8
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020313.mp4,Screen Recording 2026-08-14 020313.mp4,6846940,6.847,True,30.0,187,6.233,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,video8_shot07_set.mp4,0.423,3152a5e969a35a81a616099c8c26e85c81b907eb0fd407210b6c1b5025a8|3152a5e969a35a81a616099c8c26e85c81b907eb0fd407210b6c1b5125a8|3152a5e969a35a81a616099c8c26e81c81b507eb0fd407210b6c1b5125a8|3152a5e969a35a81a616099c8426e81c81b507eb0fd407210b6c1b5125a8|315225ed69a35a81a616099c8426e81c91b507eb0fd407210b6c1b5125a8|315225e969a35a81a616099c8424685a81bb07f30f4c05510bac135125a0|315225e969a35a81a616099c8424e85881ad07db0f5405410bac135025a0|315225e969a35a81a616099c8424e85881a907db0f5405410bac135025a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020332.mp4,Screen Recording 2026-08-14 020332.mp4,8274695,8.275,True,30.0,222,7.4,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 020348.mp4,0.3748,315225e969a35a81a616099c8424e85881a907db0f5405410bac135125a0|315225e969a35a81a616099c8424e85881a907db0fd405410bac135125a0|315225ed69a35a81a612099c8426e87081b9076b0ed405c109ac135125a0|315225e969a35a81a612099c842ee82881b9076b0ed405410bac135125a8|315225e969a35a81a616099c8426e84c916906fb0dd4034107ac2b5125a0|315225e969a35a81a616099c8426e8d4816904fb0bd4034107ac0b5125a0|315225e969a35a81a612099c8424e81c81a507db0f5407a10bac135125a0|315225e969a35a81a612099c8424e818818907bb0f7407410aac135125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 020348.mp4,Screen Recording 2026-08-14 020348.mp4,5940958,5.941,True,30.0,150,5.0,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 020332.mp4,0.3748,315225e969e35a81a612099c8424e818818907bb0f7407410aac135125a0|315225e969a35a81a612099c8424e818818907bb0f7407410aac135125a0|315225e969a35a81a612099c8426e814819907bb0f5406c10bac135025a8|315225ed69a35a81a612099c8426e82481c907630ed405410bac335125a0|315225ed69a35a81a6120994842ee82c81a9076b0ed405410bac375125a0|315225ed69a35a81a612099c8426e84891a9067b0dd403410bac2b511da0|315225ed69a35a85a616099c8c26e848916906bb0dd4034107ac2b5135a0|315225e969a35a81a616099c8426e81e81bb07e70fd405510ba41b5125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 021059.mp4,Screen Recording 2026-08-14 021059.mp4,6174246,6.174,True,30.0,173,5.767,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S1,Screen Recording 2026-08-14 020348.mp4,0.327,315225e969e35a81a616099c8426e8588199079b0f7404410bac135035a0|315225e969e35a81a616099c8424e8588199079b0f7404410bac135035a0|315225e969e35a81a616099c842ee87081b9076b0ed405c109ac135035a0|315225e969e35a85a6130994842ee82c81a9077b0fd405410bac375025a0|315224e969e35a81a612099c8c26e84c81a9066b0cd401410bac2b512da0|315225e969e35a81a616099c8426e8dc80e905ab0b5407410bac1b5125a0|315225e969e35a81a616099c8426e85c81b507af0f5405210bac135125a0|315225e969e35a81a616099c8426e85c81b507af0f5405210bac135125a0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023859.mp4,Screen Recording 2026-08-14 023859.mp4,4887930,4.888,True,30.0,126,4.2,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D5_kd_wing_miss,S3,Kevindurantrightwing3ptshooting2miss.mp4,0.6636,bb727ee07dc05de9387ae9f65bf59588b394329865304b613ce17bc16700|bf733ea17d403de9387b69f55bfc95883394329865304a611fe179c16b00|7f73bee17d403de93a7b69f0dbf61588339a72ac65184a211ee17dc16a80|bb737ee17d403de93afb69f57bf39589331672fa65544be91f907f603ca1|bb737ea37d403de93afb69f153f39789210652f4a5c8cbe11fe27f8a3c55|bb7776c57d4039e978fef1b153639589210e706c75982bc257c46f80be01|bb7776a57d4039e978fef1b153639589210e706475982bc257c46f80be01|fe5776a57d4039e978fef1b15363958b210e706475982bc257c47f80ff01
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023934.mp4,Screen Recording 2026-08-14 023934.mp4,2884903,2.885,True,30.0,107,3.567,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,,Screen Recording 2026-08-14 023959.mp4,0.1578,06c00d800b0012000c002800d001a0034002c005800f0036043c0c782970|06c00d800b0002001c0028005000a0034002c00d801f0036047c0c782870|06c00d800b0012000c002800d001a0034002c005800f0036047c0c782970|06c00d800b0012000c002800d001a007c002c005801f0036043c0c782970|06c00d800b0012000c002800d001a0034006c00d801f0036047c0cb82970|06c00d800b0012000c002800d001a0034006c00d801f0036047c0cb82970|06c00d800b0012000c002800d001a0034006c00d801f003e047c0cb82970|06c00d800b0012000c002800d001a0034006c00d801f003e047c0cb82970
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 023959.mp4,Screen Recording 2026-08-14 023959.mp4,5370747,5.371,True,30.0,174,5.8,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,,Screen Recording 2026-08-14 023934.mp4,0.1578,06c00d800b0012000c002800d001a0034002c015800f0016043c0c7829f0|06c00d800b0012000c002800d001a0034002c015800f0016043c0c7829f0|06c00d800b0012000c002800d001a0034002c017800f0016047c0c782970|06c009800b0012000c002800d001a0034002c005800f0036047c0c782870|06c00d800b0012000c002800d001a0034002c015800f0036047c0c782870|06c00d800b0012000c002800d000a0034002c015800f0036047c0c782870|06c00d800b0012000c002800d001a0034002c015800f0016047c0c782870|06c00d800b0012000c002800d001a0034002c005800f0036047c0c7828f0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024100.mp4,Screen Recording 2026-08-14 024100.mp4,7191627,7.192,True,30.0,208,6.933,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,,S2,Screen Recording 2026-08-14 013929.mp4,0.0962,03c003800f001e003c0078007002e007400ec017802f006600ac29d81b70|03c003800f001e003c0078007002e007400ec017802f006600ac29d81b70|03c007800f001e003c0078007002e005c00ac015802b005e00dc29981b30|03c007800f001e003c0078007000a005c00ac01780330056006c28981930|03c003800f001e003c0078007000a005c00ac01780370056006c28d819b0|03c007800f001e003c0078007002e007c00ec015802f0056002c28581bb0|03c007800f001e003c0078007002e005c00ac015802f005600ac29f81b70|03c007800f001e003c0078007002e005c00ac015802f005600ec29d81b70
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024248.mp4,Screen Recording 2026-08-14 024248.mp4,7151390,7.151,True,30.0,222,7.4,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D6_couch_corner,S2,Couchrightcornershooting1.mp4,0.6504,034001800300260024005800b0016002c004c009800b001e003c283829f0|034001800300260024005800b0016002c004c009800b001e003c283829f0|034001800300260024005800b0016000c004c009800b001e003c28f829f0|03400580030026002c005800b0016002c000c005800b001e003c28f828f0|00c00280130026004c005800f000a004c001c00f801b003e007c28f829f0|00c00280130026004c005800f000a0014003c0038007000e007c28f829f0|00c00280130026004c005800d001a000c001c0038007000e003c28d829b0|00c00280130026004c005800d000a000c001c0038007000e003c28d829b0
assets/videos/training,c:\Users\karim\Desktop\Swichy\assets\videos\training\Screen Recording 2026-08-14 024308.mp4,Screen Recording 2026-08-14 024308.mp4,3996521,3.997,True,30.0,137,4.567,1920,1080,1920x1080,1.778,h264,None,,screen_recording,False,False,False,False,D8_couchshooting1,S2,Screen Recording 2026-08-14 024248.mp4,0.1684,00c00280130026004c005800f0012002c003c007800f001e007c28d829f0|00c00280130026004c005800f001a0024001c007800f000e007c28d829f0|00c00280130026004c005800d001a0004001c0038007000e007c28d829f0|00c00280130026004c005800f000a0014001c0038003000e006c28d829b0|00c00280130026004c005800f00120024001c0038007000e007c28d829b0|00c00280130026004c005800f000a002c004c0038007000e001c28d829b0|00c00280130026004c005800f0012000c001c007801f000e001c28d829b0|00c00280130026004c005800f0012000c001c007801f000e001c28d829b0
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\1.mp4,1.mp4,1561485,1.561,True,29.97,85,2.836,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,fe0a3c77c14f9438|fe023877c14f943e|fe022977c14f963c|de022d75c14f963c|de022c75d14f863d|d6003c75c14fc67c|c7003c77d14d867c|ff003877d14dd66c|ff0028f7c149d67f|f7082cf5c14bd37c|f7002c75c14bd37d|f7003e75c147d62e|f7003e75c147d62e|f7003e75c347c62e|e7082ef5c247d62e|e7082e75c247d62e|e7083ef5c046d67c|e70a3e75c047923e|e10a3e65c047d22f|e10a3e65c047923f|e10a3e65c047923f|e10a3e65c447923d|e10a3a65c643923f|c11a2e65c043d63d
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\2-new.mp4,2-new.mp4,2433607,2.434,True,29.97,138,4.605,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,ae557b68914a8669|ae557b6893c28669|ae557a6893c29669|aa55784a93c39669|aa55784a914a966d|aa55792a914a866d|aa55794a93ca964c|a25d794a83ca964c|a25d7948834a966c|a2557948934a966c|a25d7848934a966c|a25d7808934a966d|a25d7808934a966d|aa5d7808934e9669|aa557948934a866d|aa55794a834a966c|aa557928830e966d|aa557908934a966d|aa5d7908924a966d|aa5d7808934a966d|aa5d792883ca926d|aa5d7948834a926d|aa5d7968904a966c|aa557a68824a966d
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\3_new.mp4,3_new.mp4,1610134,1.61,True,29.97,79,2.636,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,0000000000000000|0000000000000000|0000000000000000|0000000000000000|dc2b2dc6c62b5462|dc2bafc6c42b5462|dd2bafc2c62b1562|dd2bafc2c62b146a|dd2badc2c62b147a|dd2badc2de23146a|dd2badc2de23146a|dd2badc25a2b146a|df23adc6de29146a|d73badc05e29146a|d73badc0de29146a|d73badc25a29146a|d72badc25a29156a|d52badc2da29156a|d52badc2da29156a|d52bafc0da29156a|d52bafc0da29156a|d52bafc0ce29156a|d52bafc0ce29156a|d52bafc0ca29156b
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\4.mp4,4.mp4,2000616,2.001,True,29.97,107,3.57,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,815b7ec007691066|815b7ec00669106e|815b7bc00669106e|815b7bc00669106e|815b7ac0066b106e|814b7ac0076b106e|894b7b80076b106e|814b7b80076b106e|854b7b80076b106e|854b7ac0066f106e|814b7ac0036f046e|854b7ac0136f846a|854b7ac0136f846a|854b7ac0136f846a|854b7ac0136f846a|854b7ac0136f846a|854f7ac0036f806e|854b7ac1176f802a|854b7ac1176f802a|814f7a81176f802a|814b7a80167f806e|a14b7a81126f846e|854b7b81166f802b|854b7a81176b002f
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\5.mp4,5.mp4,1900341,1.9,True,29.97,104,3.47,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,b4437e3d90462c62|b44b7e3c90462c62|b44b7e2d90462c62|b40b7e3d90462c62|b4437e3d90462c62|b4437e3d90462c62|b4437e3d90462c62|b4437e3d90462c62|b6437e3d90462c62|b64b7e2d90462c43|a4437e2d90462d43|a0437e3d90462d42|a4477e3d91422c41|a2477e2d90422d43|a2477e3d90422d42|a2477e3d90422d42|a0477e3d90422d42|b0477e2d94422d42|b0477e3d90422c46|a1477e3d90422d42|a1477e3994422d42|b9477e2994422d62|a1477e2994422d62|b1477e2994422d52
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\6.mp4,6.mp4,2582171,2.582,True,29.97,146,4.872,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,f00f2af5813a2d54|f00f28ed913a2d54|f80f287d913a2d50|f80f287dc31a2d50|f80f287d831a2d52|f80f29ed831a2d52|f00f297d831a2d50|f00f297d831a2d50|f80f29fd833a2950|f00f286d933a2d50|f00f29edc33aa948|f80b296dc33aa946|f80b296dc33a2d42|f90a29edc33aad46|f9082bedc33aad46|f9092bfcc33aad42|f80929fc913aad4e|fd0b29fc911a2d66|fc0b2b7c911a2d46|f80f2b6c911a2566|f80f2b7c911a2564|f00f296c931a2d64|f80f2b6c931a2d60|f80f2f6893122574
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\7.mp4,7.mp4,2956522,2.957,True,29.97,169,5.639,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,f00f2afc917a2d40|f00f2afc817a2d30|f00f28fd813a2d54|f00f28ed933a2d50|f80f287d913a2d50|f80f28fd811a2f52|f80f28ed931a2d52|f00f287d831a2d52|f00f297d831a2d50|f80f297d831a2d50|f00f29edc31aa958|fc0f29edc31aa946|f80b296dc33a2d42|f90a29edc33a2d46|f9082bedc33aad46|f90929fcc33aad46|fd0b29fc913aad46|fc0b2b7c911a2d46|fc0f297c911a2d46|f80b2b74911aad66|f00f296c931a2d64|f80f2b68931a2d70|f80f2f6893122d64|f00f2b6993122d70
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\8.mp4,8.mp4,2144113,2.144,True,29.97,101,3.37,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,994d662633748f90|996d66a621748fb0|9959668631748ff0|995966c62176c7b0|9979642624368ff0|995966266c748331|9f1d798dc574899c|9e5e52182c7c6134|f90f2f7893512944|f90f2f7881732944|f80f277893712944|f80b277893732944|f80f237897512b44|f80b2b7897712b40|f80f236997512b44|f80f236c97712944|f80f336d93712940|f90f206d93732943|ff0f306f93502d43|dd21255aff2138d8|de2b215adc8d31d5|dc2be14aded930c6|d42be14a8cdd33c6|dc2af14a8cf33346
assets/videos/curry_nba_free_throw_set_Shot,C:\Users\karim\Desktop\Swichy\assets\videos\curry_nba_free_throw_set_Shot\9.mp4,9.mp4,2286078,2.286,True,29.97,113,3.77,854,480,854x480,1.779,,set_shot,free_throw,Stephcurry,False,False,False,False,,,,,b446ef249b68f498|b444ef259b6cf490|b444ef249b6cf491|b444ef259b6cf482|b444ef249b6cf688|b446ef249b6cf488|b446ef249368f698|b446ef249b6c7488|b447ef249b687488|b446ef249b6cf488|b446ef249b6e3481|b4466f249b6eb488|b446ef349b6ab488|b446ef24936eb489|b44677a49b7cb481|b446f7ac936cbc81|b446e7ac936cfc81|b44677a5937c3481|80677784935d3890|833f5186b95d2898|833f50c6b55d2a90|833f5086b95c6398|813b5086f95d2398|813b5086f95c23b8
